unigram	count	topics_list_with_scores
kennedy	16	[(0.5, 43), (0.375, 47), (0.125, 64)]
reduces	22	[(0.4090909090909091, 138), (0.18181818181818182, 195), (0.13636363636363635, 133), (0.09090909090909091, 101), (0.09090909090909091, 99), (0.045454545454545456, 168), (0.045454545454545456, 30)]
hurst	14	[(1.0, 59)]
williams/lon/ect@ect	14	[(0.5714285714285714, 2), (0.42857142857142855, 14)]
preceding	8	[(0.375, 34), (0.375, 3), (0.25, 20)]
single-item	6	[(1.0, 190)]
spss	12	[(1.0, 181)]
informing	5	[(0.4, 112), (0.4, 8), (0.2, 183)]
stand	82	[(0.18292682926829268, 30), (0.17073170731707318, 136), (0.13414634146341464, 46), (0.07317073170731707, 138), (0.07317073170731707, 22), (0.06097560975609756, 177), (0.04878048780487805, 174), (0.04878048780487805, 8), (0.036585365853658534, 118), (0.036585365853658534, 94), (0.036585365853658534, 27), (0.024390243902439025, 73), (0.024390243902439025, 62), (0.024390243902439025, 51), (0.012195121951219513, 127), (0.012195121951219513, 95)]
tariffs	16	[(0.375, 136), (0.3125, 109), (0.1875, 34), (0.125, 75)]
prostaff	6	[(0.6666666666666666, 86), (0.3333333333333333, 63)]
ladies	14	[(0.2857142857142857, 160), (0.2857142857142857, 62), (0.21428571428571427, 63), (0.14285714285714285, 93), (0.07142857142857142, 120)]
iab_registration_form.doc	5	[(1.0, 12)]
accounts	71	[(0.23943661971830985, 4), (0.2112676056338028, 43), (0.2112676056338028, 0), (0.19718309859154928, 164), (0.04225352112676056, 50), (0.028169014084507043, 199), (0.028169014084507043, 28), (0.028169014084507043, 27), (0.014084507042253521, 60)]
gary	311	[(0.15112540192926044, 148), (0.12861736334405144, 159), (0.12218649517684887, 145), (0.08360128617363344, 137), (0.08360128617363344, 98), (0.06752411575562701, 83), (0.04823151125401929, 97), (0.03858520900321544, 1), (0.03536977491961415, 114), (0.03536977491961415, 6), (0.03215434083601286, 140), (0.028938906752411574, 115), (0.028938906752411574, 88), (0.02572347266881029, 178), (0.02572347266881029, 175), (0.01929260450160772, 157), (0.012861736334405145, 142), (0.00964630225080386, 161), (0.006430868167202572, 62), (0.006430868167202572, 30), (0.006430868167202572, 28), (0.003215434083601286, 32)]
foreward	7	[(0.8571428571428571, 147), (0.14285714285714285, 191)]
garp	219	[(0.9634703196347032, 61), (0.0273972602739726, 30), (0.0091324200913242, 189)]
robila	12	[(1.0, 147)]
regard	87	[(0.12643678160919541, 134), (0.12643678160919541, 95), (0.12643678160919541, 15), (0.09195402298850575, 197), (0.06896551724137931, 149), (0.06896551724137931, 97), (0.06896551724137931, 42), (0.05747126436781609, 141), (0.05747126436781609, 31), (0.04597701149425287, 165), (0.034482758620689655, 109), (0.034482758620689655, 3), (0.022988505747126436, 173), (0.022988505747126436, 79), (0.022988505747126436, 77), (0.011494252873563218, 115), (0.011494252873563218, 59)]
garland/enron	10	[(0.6, 114), (0.4, 49)]
sarkissian/hou/ect@ect	8	[(0.75, 49), (0.25, 157)]
promote	40	[(0.25, 131), (0.15, 176), (0.15, 70), (0.1, 159), (0.1, 66), (0.075, 140), (0.075, 89), (0.05, 126), (0.05, 16)]
glownie	10	[(1.0, 143)]
enright	12	[(1.0, 186)]
nalink@bu.edu	7	[(1.0, 67)]
reeves/hou/ect@ect	21	[(1.0, 148)]
heather	114	[(0.30701754385964913, 134), (0.18421052631578946, 196), (0.16666666666666666, 73), (0.13157894736842105, 44), (0.06140350877192982, 159), (0.043859649122807015, 97), (0.03508771929824561, 75), (0.02631578947368421, 152), (0.017543859649122806, 157), (0.017543859649122806, 8), (0.008771929824561403, 137)]
biochemistry	8	[(0.75, 162), (0.25, 126)]
compel	5	[(0.4, 99), (0.4, 6), (0.2, 28)]
samaniec@houstoncellular.com	6	[(1.0, 117)]
briefly	87	[(0.22988505747126436, 18), (0.13793103448275862, 171), (0.09195402298850575, 182), (0.08045977011494253, 197), (0.08045977011494253, 169), (0.08045977011494253, 109), (0.06896551724137931, 113), (0.05747126436781609, 66), (0.04597701149425287, 168), (0.04597701149425287, 153), (0.04597701149425287, 67), (0.034482758620689655, 190)]
collaborative	26	[(0.38461538461538464, 99), (0.15384615384615385, 173), (0.15384615384615385, 138), (0.11538461538461539, 108), (0.11538461538461539, 89), (0.07692307692307693, 55)]
artist	5	[(1.0, 108)]
hwy	35	[(0.9142857142857143, 130), (0.08571428571428572, 28)]
psychology	19	[(0.8421052631578947, 150), (0.15789473684210525, 165)]
all-stars	6	[(1.0, 132)]
barcelona	30	[(1.0, 17)]
barkley@enron	11	[(1.0, 160)]
alj	5	[(1.0, 28)]
ali	7	[(0.5714285714285714, 95), (0.42857142857142855, 16)]
ale	43	[(0.5116279069767442, 93), (0.27906976744186046, 147), (0.09302325581395349, 126), (0.09302325581395349, 68), (0.023255813953488372, 157)]
disc	21	[(0.2857142857142857, 186), (0.2857142857142857, 61), (0.19047619047619047, 29), (0.09523809523809523, 123), (0.09523809523809523, 31), (0.047619047619047616, 109)]
pty	13	[(0.9230769230769231, 95), (0.07692307692307693, 27)]
crescentcon.com	10	[(1.0, 82)]
dish	13	[(0.6153846153846154, 174), (0.23076923076923078, 26), (0.15384615384615385, 8)]
alt	9	[(1.0, 74)]
disk	33	[(0.42424242424242425, 84), (0.21212121212121213, 186), (0.21212121212121213, 131), (0.15151515151515152, 133)]
als	11	[(0.5454545454545454, 19), (0.36363636363636365, 136), (0.09090909090909091, 137)]
alp	129	[(0.6201550387596899, 111), (0.3798449612403101, 78)]
thursday	1243	[(0.21560740144810941, 5), (0.14802896218825423, 171), (0.1086082059533387, 191), (0.05229283990345937, 47), (0.04827031375703942, 10), (0.038616251005631534, 167), (0.03700724054706356, 38), (0.030571198712791632, 20), (0.029766693483507644, 161), (0.02333065164923572, 92), (0.02252614641995173, 159), (0.01850362027353178, 85), (0.016090104585679808, 14), (0.014481094127111826, 80), (0.014481094127111826, 79), (0.013676588897827836, 67), (0.013676588897827836, 30), (0.012872083668543845, 197), (0.012872083668543845, 170), (0.012067578439259855, 139), (0.011263073209975865, 146), (0.011263073209975865, 136), (0.011263073209975865, 54), (0.009654062751407884, 63), (0.008849557522123894, 87), (0.008045052292839904, 168), (0.007240547063555913, 83), (0.006436041834271922, 172), (0.006436041834271922, 160), (0.0056315366049879325, 144), (0.0056315366049879325, 59), (0.0056315366049879325, 36), (0.004827031375703942, 122), (0.004827031375703942, 44), (0.004022526146419952, 108), (0.003218020917135961, 186), (0.002413515687851971, 82)]
set-up------free	8	[(1.0, 164)]
genieand@hotmail.com	8	[(1.0, 82)]
dlatego	12	[(0.6666666666666666, 143), (0.3333333333333333, 126)]
activities	164	[(0.2926829268292683, 19), (0.18292682926829268, 192), (0.06097560975609756, 106), (0.06097560975609756, 32), (0.04878048780487805, 46), (0.042682926829268296, 94), (0.042682926829268296, 43), (0.036585365853658534, 156), (0.036585365853658534, 132), (0.036585365853658534, 12), (0.03048780487804878, 179), (0.024390243902439025, 189), (0.018292682926829267, 150), (0.018292682926829267, 3), (0.012195121951219513, 176), (0.012195121951219513, 88), (0.012195121951219513, 81), (0.012195121951219513, 65), (0.012195121951219513, 1), (0.006097560975609756, 177)]
astramowicz/war/ect@ect	8	[(1.0, 126)]
programme	80	[(0.3875, 57), (0.3, 197), (0.1, 151), (0.1, 102), (0.075, 199), (0.0375, 127)]
optionality	22	[(0.36363636363636365, 29), (0.18181818181818182, 188), (0.18181818181818182, 115), (0.09090909090909091, 167), (0.09090909090909091, 102), (0.09090909090909091, 39)]
thorburn	7	[(1.0, 124)]
mapp(hp	20	[(1.0, 122)]
whar	8	[(1.0, 59)]
x-accept-language	10	[(0.4, 153), (0.4, 55), (0.2, 62)]
overload	10	[(0.4, 150), (0.2, 167), (0.2, 138), (0.2, 136)]
mvittal@wharton.upenn.edu	36	[(1.0, 134)]
multitude	10	[(0.2, 187), (0.2, 138), (0.2, 75), (0.2, 67), (0.2, 6)]
everett.s.gibbs@us.andersen.com	10	[(1.0, 184)]
condensed	9	[(0.4444444444444444, 115), (0.4444444444444444, 102), (0.1111111111111111, 170)]
behaviour	12	[(0.8333333333333334, 121), (0.16666666666666666, 180)]
tage	12	[(1.0, 65)]
berkeley	261	[(0.6513409961685823, 139), (0.20689655172413793, 130), (0.0421455938697318, 107), (0.038314176245210725, 123), (0.02681992337164751, 93), (0.022988505747126436, 0), (0.007662835249042145, 3), (0.0038314176245210726, 147)]
personable	14	[(0.42857142857142855, 18), (0.42857142857142855, 2), (0.07142857142857142, 188), (0.07142857142857142, 158)]
d.c	13	[(0.5384615384615384, 34), (0.23076923076923078, 198), (0.15384615384615385, 113), (0.07692307692307693, 192)]
identifiable	5	[(0.6, 101), (0.4, 6)]
extremes	10	[(0.6, 24), (0.4, 83)]
antoniadis	6	[(1.0, 21)]
gkla@dynegy.com	8	[(1.0, 103)]
semester	66	[(0.25757575757575757, 86), (0.18181818181818182, 20), (0.12121212121212122, 167), (0.12121212121212122, 134), (0.09090909090909091, 189), (0.09090909090909091, 162), (0.07575757575757576, 153), (0.030303030303030304, 149), (0.030303030303030304, 50)]
markets	1461	[(0.15058179329226556, 192), (0.09103353867214237, 121), (0.06365503080082136, 183), (0.04791238877481177, 139), (0.04106776180698152, 169), (0.034223134839151265, 197), (0.03285420944558522, 34), (0.03216974674880219, 54), (0.03148528405201916, 127), (0.030800821355236138, 106), (0.028747433264887063, 178), (0.02806297056810404, 67), (0.024640657084188913, 3), (0.022587268993839837, 17), (0.02190280629705681, 180), (0.021218343600273786, 179), (0.021218343600273786, 129), (0.019849418206707735, 148), (0.019164955509924708, 29), (0.017111567419575632, 7), (0.015058179329226557, 198), (0.014373716632443531, 19), (0.013689253935660506, 110), (0.013004791238877482, 182), (0.013004791238877482, 128), (0.01163586584531143, 81), (0.010951403148528405, 75), (0.010951403148528405, 18), (0.009582477754962354, 68), (0.008213552361396304, 153), (0.008213552361396304, 59), (0.007529089664613279, 149), (0.006844626967830253, 144), (0.006844626967830253, 102), (0.006844626967830253, 2), (0.006160164271047228, 188), (0.0054757015742642025, 168), (0.0054757015742642025, 158), (0.0054757015742642025, 140), (0.0054757015742642025, 118), (0.0054757015742642025, 101), (0.0054757015742642025, 6), (0.004791238877481177, 11), (0.004106776180698152, 164), (0.004106776180698152, 113), (0.0034223134839151265, 70), (0.0027378507871321013, 132), (0.002053388090349076, 159), (0.002053388090349076, 20), (0.0006844626967830253, 165)]
minor	44	[(0.20454545454545456, 53), (0.18181818181818182, 123), (0.11363636363636363, 115), (0.11363636363636363, 42), (0.09090909090909091, 9), (0.09090909090909091, 8), (0.045454545454545456, 145), (0.045454545454545456, 129), (0.045454545454545456, 113), (0.045454545454545456, 31), (0.022727272727272728, 158)]
mellon	121	[(0.5950413223140496, 105), (0.2066115702479339, 188), (0.05785123966942149, 198), (0.05785123966942149, 156), (0.049586776859504134, 48), (0.03305785123966942, 151)]
basically	29	[(0.13793103448275862, 66), (0.13793103448275862, 37), (0.13793103448275862, 35), (0.10344827586206896, 162), (0.06896551724137931, 199), (0.06896551724137931, 191), (0.06896551724137931, 166), (0.06896551724137931, 165), (0.06896551724137931, 63), (0.06896551724137931, 59), (0.06896551724137931, 41)]
glad	483	[(0.17391304347826086, 171), (0.08902691511387163, 139), (0.060041407867494824, 18), (0.055900621118012424, 197), (0.041407867494824016, 77), (0.041407867494824016, 59), (0.039337474120082816, 20), (0.037267080745341616, 182), (0.033126293995859216, 38), (0.031055900621118012, 191), (0.031055900621118012, 189), (0.031055900621118012, 119), (0.028985507246376812, 128), (0.028985507246376812, 47), (0.026915113871635612, 186), (0.024844720496894408, 29), (0.020703933747412008, 170), (0.020703933747412008, 71), (0.018633540372670808, 150), (0.018633540372670808, 149), (0.018633540372670808, 30), (0.016563146997929608, 148), (0.016563146997929608, 57), (0.014492753623188406, 163), (0.014492753623188406, 86), (0.010351966873706004, 178), (0.010351966873706004, 146), (0.010351966873706004, 87), (0.008281573498964804, 12), (0.006211180124223602, 147), (0.006211180124223602, 66), (0.006211180124223602, 39), (0.004140786749482402, 55), (0.002070393374741201, 180), (0.002070393374741201, 177)]
carol_fitzpatrick@agc.com	6	[(1.0, 82)]
cours	6	[(1.0, 23)]
court	69	[(0.3333333333333333, 6), (0.2028985507246377, 52), (0.17391304347826086, 136), (0.14492753623188406, 109), (0.028985507246376812, 118), (0.028985507246376812, 75), (0.028985507246376812, 34), (0.028985507246376812, 3), (0.014492753623188406, 64), (0.014492753623188406, 28)]
goal	119	[(0.35294117647058826, 44), (0.15966386554621848, 170), (0.08403361344537816, 72), (0.06722689075630252, 81), (0.06722689075630252, 7), (0.058823529411764705, 19), (0.04201680672268908, 138), (0.04201680672268908, 78), (0.03361344537815126, 114), (0.03361344537815126, 82), (0.025210084033613446, 108), (0.01680672268907563, 199), (0.01680672268907563, 169)]
harris/enron	6	[(1.0, 150)]
municipals	18	[(1.0, 19)]
cathy.phillips@enron.com	8	[(1.0, 148)]
influences	7	[(0.5714285714285714, 181), (0.42857142857142855, 3)]
explains	28	[(0.21428571428571427, 195), (0.17857142857142858, 51), (0.14285714285714285, 74), (0.14285714285714285, 42), (0.10714285714285714, 101), (0.10714285714285714, 58), (0.07142857142857142, 41), (0.03571428571428571, 27)]
weaknesses	12	[(0.3333333333333333, 131), (0.3333333333333333, 45), (0.16666666666666666, 36), (0.16666666666666666, 2)]
catalog	6	[(0.6666666666666666, 145), (0.3333333333333333, 61)]
prefers	19	[(0.3684210526315789, 170), (0.2631578947368421, 94), (0.21052631578947367, 60), (0.10526315789473684, 11), (0.05263157894736842, 165)]
racicot	12	[(0.6666666666666666, 185), (0.16666666666666666, 101), (0.16666666666666666, 25)]
turnover	12	[(0.3333333333333333, 83), (0.3333333333333333, 10), (0.16666666666666666, 131), (0.16666666666666666, 89)]
deathridge	24	[(1.0, 31)]
kawaller@idt.net	5	[(0.6, 157), (0.4, 108)]
developed	247	[(0.19433198380566802, 170), (0.1417004048582996, 121), (0.06477732793522267, 169), (0.06072874493927125, 13), (0.05263157894736842, 198), (0.05263157894736842, 70), (0.048582995951417005, 195), (0.048582995951417005, 18), (0.044534412955465584, 7), (0.03643724696356275, 144), (0.032388663967611336, 6), (0.02834008097165992, 29), (0.024291497975708502, 150), (0.024291497975708502, 110), (0.024291497975708502, 101), (0.016194331983805668, 153), (0.016194331983805668, 74), (0.016194331983805668, 34), (0.016194331983805668, 12), (0.016194331983805668, 0), (0.012145748987854251, 103), (0.012145748987854251, 60), (0.008097165991902834, 67), (0.008097165991902834, 27)]
leesa.foster@ipaper.com	8	[(1.0, 82)]
inquiries	19	[(0.21052631578947367, 197), (0.21052631578947367, 169), (0.15789473684210525, 4), (0.10526315789473684, 173), (0.10526315789473684, 141), (0.10526315789473684, 127), (0.10526315789473684, 66)]
developer	32	[(0.21875, 46), (0.1875, 106), (0.125, 168), (0.125, 151), (0.0625, 170), (0.0625, 118), (0.0625, 88), (0.0625, 54), (0.0625, 33), (0.03125, 112)]
style	65	[(0.5692307692307692, 121), (0.15384615384615385, 70), (0.09230769230769231, 115), (0.06153846153846154, 163), (0.06153846153846154, 102), (0.03076923076923077, 138), (0.03076923076923077, 8)]
abbey	5	[(1.0, 151)]
resort	10	[(0.6, 130), (0.4, 28)]
prac	22	[(0.9090909090909091, 116), (0.09090909090909091, 160)]
stephen	438	[(0.23972602739726026, 87), (0.21689497716894976, 26), (0.13013698630136986, 148), (0.0639269406392694, 85), (0.06164383561643835, 73), (0.05251141552511415, 79), (0.0365296803652968, 134), (0.0319634703196347, 44), (0.02511415525114155, 69), (0.02054794520547945, 83), (0.0182648401826484, 56), (0.01598173515981735, 114), (0.01598173515981735, 3), (0.01141552511415525, 157), (0.01141552511415525, 118), (0.01141552511415525, 108), (0.01141552511415525, 62), (0.00684931506849315, 132), (0.00684931506849315, 65), (0.00684931506849315, 54), (0.0045662100456621, 151)]
enpipe	10	[(1.0, 54)]
yvan	21	[(0.9047619047619048, 100), (0.09523809523809523, 14)]
ensor	10	[(1.0, 78)]
marcus	26	[(0.5384615384615384, 44), (0.23076923076923078, 43), (0.23076923076923078, 29)]
alaina	8	[(0.75, 169), (0.25, 130)]
characterized	22	[(1.0, 67)]
tamarchenko	239	[(0.4476987447698745, 24), (0.3807531380753138, 73), (0.058577405857740586, 33), (0.0502092050209205, 164), (0.04184100418410042, 186), (0.012552301255230125, 90), (0.008368200836820083, 113)]
expect	245	[(0.1346938775510204, 170), (0.11020408163265306, 180), (0.08163265306122448, 197), (0.08163265306122448, 191), (0.08163265306122448, 165), (0.07346938775510205, 149), (0.0653061224489796, 41), (0.04081632653061224, 68), (0.0326530612244898, 30), (0.0326530612244898, 28), (0.02857142857142857, 139), (0.02857142857142857, 18), (0.024489795918367346, 130), (0.024489795918367346, 128), (0.024489795918367346, 25), (0.024489795918367346, 10), (0.02040816326530612, 76), (0.02040816326530612, 54), (0.0163265306122449, 131), (0.0163265306122449, 127), (0.0163265306122449, 70), (0.00816326530612245, 37), (0.00816326530612245, 9), (0.004081632653061225, 172)]
lookbacks	6	[(1.0, 121)]
organised	17	[(0.47058823529411764, 115), (0.23529411764705882, 2), (0.17647058823529413, 95), (0.058823529411764705, 165), (0.058823529411764705, 122)]
inrange	6	[(1.0, 184)]
mcmahon/hou/ect@ect	6	[(1.0, 114)]
shipment	16	[(0.5625, 120), (0.375, 30), (0.0625, 72)]
weron	10	[(1.0, 93)]
amazon.com	30	[(0.7333333333333333, 61), (0.2, 13), (0.06666666666666667, 165)]
andrzej	69	[(0.6666666666666666, 0), (0.3333333333333333, 143)]
e.g	105	[(0.21904761904761905, 193), (0.17142857142857143, 127), (0.14285714285714285, 188), (0.08571428571428572, 77), (0.0761904761904762, 96), (0.05714285714285714, 153), (0.047619047619047616, 174), (0.047619047619047616, 6), (0.0380952380952381, 150), (0.0380952380952381, 14), (0.02857142857142857, 72), (0.01904761904761905, 179), (0.01904761904761905, 115), (0.009523809523809525, 168)]
e.j	7	[(0.42857142857142855, 199), (0.42857142857142855, 160), (0.14285714285714285, 54)]
article&cid	14	[(1.0, 166)]
plume	9	[(1.0, 80)]
feed	16	[(0.375, 131), (0.375, 49), (0.125, 64), (0.125, 8)]
usda	7	[(0.42857142857142855, 96), (0.42857142857142855, 81), (0.14285714285714285, 105)]
feel	674	[(0.15875370919881307, 18), (0.09050445103857567, 170), (0.05192878338278932, 86), (0.04747774480712166, 10), (0.04302670623145401, 146), (0.04302670623145401, 33), (0.03412462908011869, 197), (0.03412462908011869, 161), (0.025222551928783383, 112), (0.025222551928783383, 98), (0.025222551928783383, 9), (0.02373887240356083, 30), (0.02225519287833828, 67), (0.020771513353115726, 168), (0.020771513353115726, 77), (0.019287833827893175, 129), (0.017804154302670624, 173), (0.017804154302670624, 137), (0.017804154302670624, 120), (0.016320474777448073, 195), (0.016320474777448073, 130), (0.01483679525222552, 196), (0.01483679525222552, 176), (0.01483679525222552, 175), (0.01483679525222552, 119), (0.013353115727002967, 0), (0.011869436201780416, 182), (0.011869436201780416, 160), (0.011869436201780416, 78), (0.011869436201780416, 57), (0.011869436201780416, 29), (0.010385756676557863, 76), (0.010385756676557863, 39), (0.008902077151335312, 163), (0.008902077151335312, 131), (0.008902077151335312, 97), (0.008902077151335312, 82), (0.008902077151335312, 63), (0.008902077151335312, 46), (0.005934718100890208, 121), (0.005934718100890208, 115), (0.005934718100890208, 22), (0.004451038575667656, 174)]
feet	31	[(0.8709677419354839, 41), (0.12903225806451613, 76)]
notify	155	[(0.3032258064516129, 36), (0.2129032258064516, 117), (0.13548387096774195, 91), (0.10967741935483871, 178), (0.09032258064516129, 119), (0.05161290322580645, 193), (0.04516129032258064, 56), (0.01935483870967742, 61), (0.012903225806451613, 77), (0.012903225806451613, 8), (0.0064516129032258064, 9)]
colombia	7	[(0.5714285714285714, 31), (0.2857142857142857, 66), (0.14285714285714285, 95)]
piedmont	8	[(0.75, 130), (0.25, 179)]
recovered	7	[(0.42857142857142855, 112), (0.42857142857142855, 88), (0.14285714285714285, 6)]
mikael	6	[(1.0, 95)]
pipelines	42	[(0.5, 32), (0.30952380952380953, 149), (0.09523809523809523, 136), (0.047619047619047616, 41), (0.047619047619047616, 28)]
checklist	8	[(0.5, 61), (0.25, 58), (0.25, 31)]
hotel	482	[(0.1887966804979253, 161), (0.12863070539419086, 38), (0.09336099585062241, 197), (0.07676348547717843, 130), (0.07468879668049792, 171), (0.05394190871369295, 100), (0.05394190871369295, 85), (0.04979253112033195, 124), (0.035269709543568464, 115), (0.03319502074688797, 101), (0.03319502074688797, 17), (0.029045643153526972, 21), (0.01867219917012448, 176), (0.01867219917012448, 43), (0.01867219917012448, 30), (0.016597510373443983, 103), (0.014522821576763486, 164), (0.014522821576763486, 105), (0.014522821576763486, 20), (0.012448132780082987, 148), (0.008298755186721992, 153), (0.008298755186721992, 94), (0.002074688796680498, 62), (0.002074688796680498, 34)]
optical	46	[(0.5217391304347826, 144), (0.30434782608695654, 131), (0.13043478260869565, 16), (0.043478260869565216, 50)]
northbound	6	[(1.0, 130)]
nber	10	[(1.0, 3)]
aims	13	[(0.46153846153846156, 106), (0.3076923076923077, 192), (0.15384615384615385, 173), (0.07692307692307693, 176)]
risks	232	[(0.17672413793103448, 173), (0.16810344827586207, 110), (0.10775862068965517, 81), (0.09482758620689655, 192), (0.08189655172413793, 198), (0.04741379310344827, 169), (0.04741379310344827, 3), (0.04310344827586207, 51), (0.034482758620689655, 141), (0.03017241379310345, 179), (0.03017241379310345, 164), (0.02586206896551724, 57), (0.021551724137931036, 21), (0.017241379310344827, 151), (0.017241379310344827, 127), (0.017241379310344827, 27), (0.01293103448275862, 31), (0.008620689655172414, 149), (0.008620689655172414, 140), (0.008620689655172414, 132)]
risky	21	[(0.38095238095238093, 169), (0.2857142857142857, 195), (0.14285714285714285, 0), (0.09523809523809523, 183), (0.09523809523809523, 88)]
liabilities	20	[(0.8, 165), (0.2, 109)]
hodgeson	6	[(1.0, 150)]
sera/corp/enron@enron	14	[(0.5714285714285714, 114), (0.2857142857142857, 144), (0.14285714285714285, 94)]
francisco/oakland	6	[(1.0, 130)]
nights	32	[(0.375, 161), (0.1875, 100), (0.15625, 94), (0.125, 38), (0.0625, 65), (0.0625, 30), (0.03125, 87)]
yoars	9	[(1.0, 60)]
finding	87	[(0.1724137931034483, 190), (0.10344827586206896, 197), (0.10344827586206896, 131), (0.10344827586206896, 18), (0.08045977011494253, 68), (0.06896551724137931, 136), (0.06896551724137931, 88), (0.05747126436781609, 167), (0.04597701149425287, 158), (0.04597701149425287, 41), (0.034482758620689655, 140), (0.034482758620689655, 79), (0.034482758620689655, 3), (0.022988505747126436, 103), (0.022988505747126436, 90)]
contractual	15	[(0.4666666666666667, 149), (0.26666666666666666, 4), (0.13333333333333333, 138), (0.13333333333333333, 136)]
instigator	6	[(1.0, 150)]
user's	14	[(0.7142857142857143, 131), (0.21428571428571427, 88), (0.07142857142857142, 120)]
wartosc	8	[(0.5, 126), (0.5, 68)]
cigarette	6	[(1.0, 50)]
suntone	6	[(1.0, 74)]
notch	7	[(0.42857142857142855, 144), (0.2857142857142857, 187), (0.14285714285714285, 198), (0.14285714285714285, 1)]
cdd	10	[(1.0, 158)]
cde	6	[(0.6666666666666666, 131), (0.3333333333333333, 104)]
rto	63	[(0.5873015873015873, 179), (0.20634920634920634, 129), (0.1111111111111111, 34), (0.09523809523809523, 133)]
cdt	85	[(0.788235294117647, 104), (0.15294117647058825, 0), (0.03529411764705882, 54), (0.023529411764705882, 172)]
rtp	18	[(1.0, 182)]
cds	55	[(0.4, 180), (0.34545454545454546, 181), (0.18181818181818182, 0), (0.03636363636363636, 164), (0.03636363636363636, 113)]
discuss	804	[(0.16169154228855723, 191), (0.08706467661691543, 170), (0.06467661691542288, 197), (0.04975124378109453, 171), (0.043532338308457715, 176), (0.043532338308457715, 121), (0.04228855721393035, 47), (0.03980099502487562, 18), (0.03109452736318408, 59), (0.029850746268656716, 153), (0.028606965174129355, 70), (0.026119402985074626, 180), (0.026119402985074626, 86), (0.024875621890547265, 24), (0.0236318407960199, 79), (0.01990049751243781, 91), (0.01990049751243781, 15), (0.017412935323383085, 159), (0.01616915422885572, 168), (0.01616915422885572, 0), (0.014925373134328358, 183), (0.014925373134328358, 156), (0.014925373134328358, 128), (0.014925373134328358, 36), (0.013681592039800995, 96), (0.013681592039800995, 67), (0.012437810945273632, 37), (0.011194029850746268, 194), (0.011194029850746268, 185), (0.011194029850746268, 167), (0.011194029850746268, 151), (0.009950248756218905, 94), (0.007462686567164179, 39), (0.006218905472636816, 69), (0.004975124378109453, 169), (0.004975124378109453, 123), (0.0037313432835820895, 135), (0.0024875621890547263, 146), (0.0012437810945273632, 179), (0.0012437810945273632, 142), (0.0012437810945273632, 49)]
shepherd	12	[(0.5, 141), (0.16666666666666666, 187), (0.16666666666666666, 112), (0.16666666666666666, 108)]
publicity	10	[(0.8, 76), (0.2, 77)]
neal/hou/ect@ect	14	[(0.8571428571428571, 159), (0.14285714285714285, 127)]
compiled	12	[(0.3333333333333333, 54), (0.16666666666666666, 58), (0.16666666666666666, 10), (0.16666666666666666, 6), (0.08333333333333333, 194), (0.08333333333333333, 127)]
alicia	17	[(1.0, 164)]
schwieger	5	[(1.0, 63)]
fastest	9	[(0.4444444444444444, 129), (0.2222222222222222, 169), (0.2222222222222222, 101), (0.1111111111111111, 102)]
typos	6	[(1.0, 121)]
vkamins@ect.enron.com	282	[(0.11702127659574468, 191), (0.11702127659574468, 104), (0.10283687943262411, 189), (0.08865248226950355, 194), (0.08865248226950355, 139), (0.06028368794326241, 124), (0.06028368794326241, 93), (0.05673758865248227, 91), (0.0425531914893617, 41), (0.03900709219858156, 182), (0.031914893617021274, 163), (0.028368794326241134, 50), (0.028368794326241134, 48), (0.02127659574468085, 84), (0.02127659574468085, 78), (0.01773049645390071, 188), (0.014184397163120567, 167), (0.014184397163120567, 157), (0.014184397163120567, 103), (0.014184397163120567, 12), (0.010638297872340425, 88), (0.0070921985815602835, 75), (0.0035460992907801418, 122)]
opler	6	[(0.6666666666666666, 124), (0.3333333333333333, 100)]
metts	14	[(1.0, 137)]
investigate	23	[(0.5217391304347826, 81), (0.21739130434782608, 3), (0.17391304347826086, 199), (0.08695652173913043, 14)]
cmidura@pseg.com	6	[(1.0, 97)]
groupe	30	[(1.0, 119)]
achieved	34	[(0.23529411764705882, 192), (0.23529411764705882, 110), (0.20588235294117646, 41), (0.17647058823529413, 27), (0.11764705882352941, 99), (0.029411764705882353, 177)]
declines	16	[(0.875, 41), (0.125, 34)]
esmeralda	7	[(0.7142857142857143, 137), (0.2857142857142857, 180)]
achieves	8	[(0.75, 188), (0.25, 173)]
http://www.cera.com/ceraweek	5	[(0.6, 183), (0.2, 141), (0.2, 118)]
declined	22	[(0.2727272727272727, 81), (0.18181818181818182, 162), (0.09090909090909091, 165), (0.09090909090909091, 94), (0.09090909090909091, 75), (0.09090909090909091, 32), (0.09090909090909091, 28), (0.09090909090909091, 25)]
hagler	7	[(0.8571428571428571, 113), (0.14285714285714285, 168)]
downturn	5	[(0.6, 27), (0.4, 51)]
numerous	64	[(0.140625, 68), (0.125, 86), (0.09375, 57), (0.078125, 45), (0.0625, 174), (0.0625, 74), (0.0625, 54), (0.0625, 32), (0.046875, 165), (0.046875, 105), (0.046875, 99), (0.03125, 198), (0.03125, 168), (0.03125, 161), (0.03125, 43), (0.03125, 10), (0.015625, 150)]
profiling	8	[(0.625, 87), (0.25, 133), (0.125, 24)]
