unigram	count	topics_list_with_scores
online	577	[(0.537261698440208, 5), (0.3847487001733102, 1), (0.043327556325823226, 3), (0.03466204506065858, 8)]
bruce.sukaly@cinergy.com	10	[(1.0, 7)]
begin	215	[(0.23255813953488372, 7), (0.19534883720930232, 3), (0.1813953488372093, 6), (0.13953488372093023, 8), (0.13023255813953488, 9), (0.12093023255813953, 5)]
baltes	8	[(1.0, 7)]
professional	183	[(0.5901639344262295, 1), (0.25136612021857924, 3), (0.14754098360655737, 5), (0.01092896174863388, 7)]
filing	70	[(1.0, 5)]
pwpens	8	[(1.0, 1)]
fletcher	19	[(0.9473684210526315, 9), (0.05263157894736842, 7)]
title	324	[(0.3734567901234568, 5), (0.3148148148148148, 7), (0.1574074074074074, 3), (0.15432098765432098, 1)]
disables	5	[(1.0, 5)]
thompson	19	[(0.42105263157894735, 0), (0.3684210526315789, 9), (0.21052631578947367, 6)]
ruane	22	[(1.0, 4)]
bounce-app-ippexecs	17	[(1.0, 5)]
reorganized	6	[(1.0, 4)]
steve.olinde@enron.com	8	[(1.0, 0)]
lbrt	6	[(1.0, 8)]
owens/hou/ees@ees	12	[(1.0, 4)]
bounds	11	[(1.0, 6)]
btu's	209	[(1.0, 4)]
notice	181	[(0.36464088397790057, 8), (0.20994475138121546, 6), (0.16574585635359115, 4), (0.10497237569060773, 7), (0.09392265193370165, 3), (0.06077348066298342, 5)]
analyzes	8	[(1.0, 1)]
analyzed	5	[(0.8, 8), (0.2, 5)]
cdeng	12	[(1.0, 3)]
overdyke	6	[(1.0, 9)]
continguity	6	[(1.0, 1)]
on-going-project	12	[(1.0, 3)]
nearby	12	[(1.0, 8)]
superty/hou/ect@ect	10	[(1.0, 4)]
tufano	32	[(1.0, 7)]
couldn't	57	[(0.7192982456140351, 8), (0.21052631578947367, 4), (0.07017543859649122, 0)]
renewals	8	[(0.5, 4), (0.5, 0)]
eads	7	[(0.8571428571428571, 1), (0.14285714285714285, 7)]
oliver	90	[(0.5777777777777777, 1), (0.4222222222222222, 9)]
qu'il	8	[(1.0, 0)]
oder	16	[(1.0, 4)]
carey	42	[(0.9285714285714286, 7), (0.07142857142857142, 4)]
winston's	6	[(1.0, 6)]
external	77	[(0.3246753246753247, 8), (0.2987012987012987, 6), (0.2077922077922078, 1), (0.16883116883116883, 5)]
stronie	10	[(1.0, 0)]
csc.com	8	[(1.0, 4)]
nfactor	8	[(1.0, 9)]
corey/enron	34	[(1.0, 4)]
suse	15	[(1.0, 5)]
interviewers	45	[(1.0, 3)]
drug	16	[(1.0, 8)]
donating	7	[(1.0, 8)]
worry	32	[(0.75, 8), (0.25, 9)]
garvin	6	[(1.0, 4)]
cindy.justice@enron.com	10	[(1.0, 9)]
gentlemen	51	[(0.5686274509803921, 2), (0.23529411764705882, 6), (0.11764705882352941, 4), (0.0784313725490196, 8)]
hrgovcic	96	[(0.8125, 2), (0.1875, 6)]
investigated	8	[(0.5, 8), (0.5, 6)]
enjoyment	6	[(0.5, 3), (0.5, 2)]
investigates	6	[(1.0, 6)]
multi-attribute	6	[(1.0, 3)]
andrews@enron	10	[(1.0, 6)]
charges	85	[(0.611764705882353, 8), (0.29411764705882354, 9), (0.09411764705882353, 1)]
agreeing	40	[(1.0, 7)]
coordinate	172	[(0.6395348837209303, 3), (0.36046511627906974, 7)]
smith/et&s/enron@enron	6	[(1.0, 9)]
laboratories	30	[(0.8, 7), (0.2, 8)]
parviz	12	[(1.0, 5)]
charged	44	[(0.7272727272727273, 8), (0.2727272727272727, 5)]
e-trading	6	[(1.0, 1)]
knowledgeable	11	[(0.7272727272727273, 5), (0.2727272727272727, 6)]
milestone	6	[(1.0, 1)]
bitmap	27	[(0.4074074074074074, 3), (0.37037037037037035, 0), (0.2222222222222222, 6)]
inelastic	6	[(1.0, 5)]
thinking	168	[(0.3333333333333333, 8), (0.25595238095238093, 3), (0.21428571428571427, 7), (0.19642857142857142, 6)]
improvement	88	[(0.7613636363636364, 9), (0.1590909090909091, 1), (0.06818181818181818, 5), (0.011363636363636364, 7)]
lender	7	[(0.8571428571428571, 8), (0.14285714285714285, 6)]
universitaet	8	[(0.75, 1), (0.25, 0)]
discontinue	8	[(1.0, 2)]
early	365	[(0.27123287671232876, 7), (0.22465753424657534, 6), (0.19452054794520549, 1), (0.12602739726027398, 5), (0.10684931506849316, 3), (0.07671232876712329, 8)]
outsource	12	[(1.0, 5)]
campos	23	[(0.9565217391304348, 2), (0.043478260869565216, 9)]
benefit	163	[(0.3803680981595092, 6), (0.2331288343558282, 1), (0.15337423312883436, 3), (0.1411042944785276, 8), (0.09202453987730061, 7)]
dilution	11	[(1.0, 7)]
endorsed	54	[(0.8703703703703703, 0), (0.12962962962962962, 5)]
krishna's	10	[(1.0, 2)]
privatization	14	[(0.5714285714285714, 5), (0.42857142857142855, 8)]
guillermo	28	[(1.0, 7)]
questionnaire	26	[(0.5, 9), (0.5, 3)]
coover	6	[(1.0, 3)]
abetted	10	[(1.0, 9)]
shanbhogue/hou/ect@ect	303	[(0.8415841584158416, 2), (0.15841584158415842, 6)]
willis	11	[(1.0, 6)]
non-profit	11	[(1.0, 1)]
business	2070	[(0.38454106280193234, 1), (0.19227053140096617, 7), (0.18309178743961352, 3), (0.0927536231884058, 9), (0.08502415458937199, 8), (0.06231884057971015, 5)]
asap	103	[(0.3883495145631068, 2), (0.30097087378640774, 3), (0.18446601941747573, 6), (0.1262135922330097, 7)]
finansowej	8	[(1.0, 0)]
comparison	51	[(0.5098039215686274, 6), (0.3137254901960784, 1), (0.17647058823529413, 5)]
testimony	16	[(1.0, 5)]
processor	15	[(1.0, 5)]
involvement	81	[(0.35802469135802467, 3), (0.345679012345679, 6), (0.2962962962962963, 7)]
web-site	19	[(0.5263157894736842, 6), (0.47368421052631576, 3)]
elementary	7	[(0.5714285714285714, 3), (0.42857142857142855, 2)]
kalotay	22	[(1.0, 6)]
forwarded	4780	[(0.16652719665271967, 6), (0.16255230125523012, 4), (0.15313807531380752, 3), (0.15271966527196654, 2), (0.1399581589958159, 7), (0.06317991631799164, 9), (0.05794979079497908, 5), (0.05606694560669456, 0), (0.029707112970711297, 1), (0.018200836820083683, 8)]
area	458	[(0.19868995633187772, 7), (0.17467248908296942, 3), (0.17248908296943233, 5), (0.13100436681222707, 1), (0.10262008733624454, 8), (0.08733624454148471, 4), (0.07423580786026202, 9), (0.05895196506550218, 6)]
grullon@rice.edu	15	[(1.0, 9)]
service-pack	6	[(1.0, 5)]
assumes	29	[(0.5862068965517241, 1), (0.41379310344827586, 8)]
carson@enron	28	[(1.0, 9)]
punit	12	[(1.0, 3)]
yeow	9	[(1.0, 7)]
appliance	10	[(1.0, 5)]
howenstine	8	[(1.0, 3)]
fargo's	10	[(1.0, 3)]
wefa	17	[(1.0, 9)]
valid	37	[(0.6216216216216216, 3), (0.1891891891891892, 9), (0.1891891891891892, 8)]
britannique	6	[(1.0, 0)]
lebeau	11	[(1.0, 7)]
carpenter	11	[(1.0, 1)]
massachusetts	34	[(0.7941176470588235, 1), (0.20588235294117646, 3)]
building	371	[(0.2884097035040431, 7), (0.2749326145552561, 1), (0.20485175202156333, 6), (0.16172506738544473, 8), (0.07008086253369272, 5)]
difficulties	62	[(0.3709677419354839, 1), (0.3548387096774194, 3), (0.20967741935483872, 5), (0.06451612903225806, 7)]
coverage/origination	72	[(1.0, 9)]
http://www.cera.com/client/nag/cc	6	[(1.0, 5)]
repay	18	[(0.6111111111111112, 3), (0.3888888888888889, 8)]
correl	6	[(1.0, 9)]
deadline	176	[(0.42045454545454547, 7), (0.25, 1), (0.21022727272727273, 8), (0.11363636363636363, 9), (0.005681818181818182, 0)]
elian	8	[(1.0, 8)]
quilkey	27	[(0.9259259259259259, 6), (0.07407407407407407, 9)]
serdecznie	16	[(1.0, 0)]
chibbard@noresco.com	6	[(1.0, 2)]
balancing	9	[(1.0, 5)]
securely	5	[(0.6, 5), (0.4, 8)]
heaven	15	[(0.7333333333333333, 3), (0.26666666666666666, 8)]
multi-stream	6	[(1.0, 1)]
i'll	574	[(0.46689895470383275, 3), (0.3153310104529617, 7), (0.09407665505226481, 6), (0.06620209059233449, 2), (0.036585365853658534, 8), (0.020905923344947737, 4)]
beffer/enron@enronxgate	7	[(1.0, 9)]
fence	5	[(1.0, 2)]
gayle	68	[(0.7941176470588235, 7), (0.20588235294117646, 4)]
enhancement	14	[(0.5714285714285714, 1), (0.42857142857142855, 4)]
casual	41	[(0.975609756097561, 7), (0.024390243902439025, 1)]
consumers	81	[(0.5308641975308642, 5), (0.30864197530864196, 1), (0.16049382716049382, 8)]
certificates	23	[(1.0, 8)]
edited	28	[(0.5714285714285714, 6), (0.42857142857142855, 3)]
modular	8	[(1.0, 9)]
dogbert's	19	[(1.0, 8)]
i.e	93	[(0.7741935483870968, 6), (0.11827956989247312, 0), (0.10752688172043011, 4)]
mirant	11	[(1.0, 1)]
amount	223	[(0.3991031390134529, 6), (0.3811659192825112, 8), (0.16143497757847533, 5), (0.03587443946188341, 4), (0.02242152466367713, 7)]
shuffle	6	[(1.0, 5)]
cosmetic	7	[(1.0, 6)]
analyzing	12	[(1.0, 1)]
trained	11	[(1.0, 5)]
teach	41	[(0.8780487804878049, 6), (0.12195121951219512, 3)]
flaws	45	[(0.4888888888888889, 5), (0.4444444444444444, 1), (0.06666666666666667, 0)]
strauss	11	[(1.0, 5)]
capers.ect.enron.com	6	[(1.0, 2)]
werckle@ruf.rice.edu	7	[(1.0, 4)]
authorization	7	[(1.0, 5)]
delaying	6	[(1.0, 6)]
regrettably	5	[(1.0, 7)]
linder	6	[(1.0, 9)]
coalition	8	[(1.0, 5)]
nebraska	24	[(0.9583333333333334, 9), (0.041666666666666664, 4)]
http://texasmonthly.emailthis.clickability.com/et/emailthis?clickmap	6	[(1.0, 4)]
aldous	20	[(1.0, 7)]
processors	16	[(1.0, 5)]
bergsieker/enron_development@enron_development	27	[(1.0, 9)]
praveen	248	[(0.7661290322580645, 2), (0.23387096774193547, 7)]
spreadsheet	151	[(1.0, 6)]
stayed	9	[(1.0, 8)]
hampered	6	[(1.0, 1)]
rude	5	[(1.0, 8)]
rudi	62	[(0.8225806451612904, 2), (0.1774193548387097, 9)]
derived	19	[(1.0, 6)]
rudy	5	[(1.0, 4)]
egs	6	[(1.0, 3)]
lacimagroup	19	[(1.0, 6)]
egm	139	[(1.0, 9)]
ege	22	[(1.0, 5)]
reservoir	7	[(1.0, 5)]
group(s	6	[(1.0, 0)]
committee	251	[(0.6812749003984063, 1), (0.20318725099601595, 7), (0.099601593625498, 8), (0.01593625498007968, 4)]
mmfoss@uh.edu	13	[(1.0, 3)]
highlighted	30	[(0.6666666666666666, 6), (0.2, 9), (0.13333333333333333, 8)]
shring/hou/ect@ect	8	[(1.0, 4)]
solving	14	[(0.5714285714285714, 6), (0.42857142857142855, 8)]
disclosed	29	[(0.9310344827586207, 9), (0.06896551724137931, 1)]
lira	8	[(0.875, 7), (0.125, 2)]
motivated	26	[(1.0, 3)]
perfmgmt	6	[(1.0, 2)]
proposals	103	[(0.8252427184466019, 1), (0.17475728155339806, 7)]
yaron-resume	10	[(1.0, 3)]
todd	114	[(0.6403508771929824, 2), (0.20175438596491227, 4), (0.15789473684210525, 1)]
quantum	19	[(0.6842105263157895, 3), (0.3157894736842105, 8)]
wmdumond@imailbox.com	8	[(1.0, 4)]
event	558	[(0.5555555555555556, 7), (0.4444444444444444, 1)]
wbalson@crai.com	12	[(1.0, 2)]
ceraweek	44	[(1.0, 1)]
viability	12	[(0.75, 8), (0.25, 5)]
avertir	14	[(1.0, 0)]
earliest	50	[(0.76, 3), (0.16, 7), (0.08, 6)]
revolutionary	16	[(0.5625, 3), (0.375, 8), (0.0625, 6)]
terrible	16	[(0.75, 7), (0.25, 8)]
liaison	8	[(0.75, 7), (0.25, 4)]
expecting	28	[(0.7857142857142857, 3), (0.21428571428571427, 6)]
b.pdf	6	[(1.0, 4)]
attracting	24	[(0.8333333333333334, 7), (0.16666666666666666, 5)]
interact	13	[(1.0, 6)]
miso	23	[(1.0, 5)]
http://www.emiontheweb.com/mayissue	6	[(1.0, 1)]
misc	16	[(1.0, 3)]
talked	254	[(0.5196850393700787, 3), (0.2047244094488189, 7), (0.12598425196850394, 8), (0.08267716535433071, 6), (0.06692913385826772, 9)]
miss	110	[(0.33636363636363636, 7), (0.24545454545454545, 5), (0.24545454545454545, 3), (0.11818181818181818, 2), (0.05454545454545454, 9)]
non-enron	7	[(1.0, 2)]
phd	166	[(0.6867469879518072, 3), (0.3132530120481928, 6)]
enro	7	[(0.7142857142857143, 1), (0.2857142857142857, 0)]
bowen	34	[(1.0, 9)]
asaksen@rfc.com	6	[(1.0, 0)]
taxable	6	[(1.0, 8)]
translation	14	[(0.6428571428571429, 8), (0.35714285714285715, 1)]
std	5	[(1.0, 6)]
ste	6	[(0.6666666666666666, 6), (0.3333333333333333, 2)]
financing	32	[(0.46875, 1), (0.375, 5), (0.15625, 8)]
stg	12	[(1.0, 1)]
sth	6	[(1.0, 0)]
dte	9	[(1.0, 5)]
stp	6	[(1.0, 1)]
str	6	[(1.0, 5)]
sts	14	[(0.8571428571428571, 2), (0.14285714285714285, 8)]
stx	6	[(1.0, 5)]
alongside	6	[(1.0, 1)]
robyn_howard@aimfunds.com	14	[(1.0, 0)]
billy@enron.com	5	[(1.0, 3)]
concentration	15	[(0.6666666666666666, 5), (0.3333333333333333, 3)]
philly	9	[(1.0, 7)]
ratings	59	[(0.423728813559322, 8), (0.3728813559322034, 1), (0.2033898305084746, 5)]
jour	12	[(0.8333333333333334, 0), (0.16666666666666666, 5)]
arshak	14	[(1.0, 4)]
lim	15	[(1.0, 2)]
lin	144	[(0.75, 2), (0.25, 3)]
hazira	9	[(1.0, 5)]
showcases	5	[(0.8, 5), (0.2, 9)]
liz	103	[(0.5533980582524272, 7), (0.44660194174757284, 4)]
approves	9	[(1.0, 5)]
approver	24	[(0.9583333333333334, 6), (0.041666666666666664, 3)]
sponsored	97	[(0.7319587628865979, 1), (0.26804123711340205, 5)]
hicago	6	[(1.0, 3)]
alpha	9	[(1.0, 5)]
approved	120	[(0.4083333333333333, 5), (0.25, 6), (0.175, 2), (0.16666666666666666, 4)]
chronicle	10	[(1.0, 5)]
mobile	133	[(0.3308270676691729, 5), (0.2932330827067669, 0), (0.18796992481203006, 1), (0.12030075187969924, 6), (0.06766917293233082, 3)]
performances	6	[(1.0, 3)]
clear	130	[(0.47692307692307695, 8), (0.2076923076923077, 1), (0.16153846153846155, 9), (0.15384615384615385, 6)]
clean	51	[(0.9215686274509803, 8), (0.0784313725490196, 9)]
news@real-net.net	8	[(1.0, 5)]
cera.com	17	[(1.0, 5)]
byargeon/hou/ect@ect	6	[(1.0, 9)]
parameters	84	[(1.0, 6)]
flights	21	[(0.6666666666666666, 3), (0.3333333333333333, 9)]
circle	5	[(1.0, 8)]
pub@aol.com	8	[(1.0, 4)]
hotmail	44	[(0.9318181818181818, 3), (0.06818181818181818, 2)]
kgarrett@andrew.cmu.edu	6	[(1.0, 3)]
aagrawal@cba.ua.edu	16	[(1.0, 9)]
gerson	7	[(1.0, 3)]
ftp://ftp.freebsd.org/pub/freebsd/ports/i	78	[(1.0, 5)]
czasu	15	[(1.0, 0)]
throwing	8	[(0.75, 6), (0.25, 8)]
miles@enron	12	[(1.0, 6)]
shakeouts	14	[(1.0, 1)]
despatch	8	[(1.0, 8)]
angie	47	[(1.0, 9)]
piszemy	8	[(1.0, 0)]
pmeaux@entergy.com	8	[(1.0, 4)]
mailto:jude@enterprisemanagement.com	10	[(1.0, 5)]
isos	16	[(0.5625, 5), (0.4375, 3)]
sensitive	39	[(0.41025641025641024, 5), (0.3076923076923077, 6), (0.28205128205128205, 8)]
subject:re	10	[(1.0, 2)]
headed	36	[(0.75, 1), (0.1388888888888889, 8), (0.08333333333333333, 5), (0.027777777777777776, 4)]
header	10	[(0.8, 5), (0.2, 9)]
hbburnham@duke-energy.com	6	[(1.0, 2)]
linux	379	[(1.0, 5)]
mysle	6	[(1.0, 0)]
outstanding	104	[(0.5384615384615384, 3), (0.25961538461538464, 8), (0.125, 9), (0.07692307692307693, 5)]
przyslac	6	[(1.0, 0)]
territory	18	[(0.5, 6), (0.5, 2)]
walter	39	[(0.8461538461538461, 4), (0.15384615384615385, 3)]
box	392	[(0.5331632653061225, 3), (0.14030612244897958, 5), (0.125, 7), (0.06887755102040816, 2), (0.0663265306122449, 9), (0.0663265306122449, 8)]
dialogue	29	[(0.5517241379310345, 1), (0.41379310344827586, 3), (0.034482758620689655, 4)]
determination	13	[(0.5384615384615384, 5), (0.46153846153846156, 6)]
ebit	11	[(1.0, 1)]
talks/md	10	[(1.0, 3)]
associate/analyst	25	[(1.0, 3)]
animated	15	[(1.0, 8)]
gala	18	[(1.0, 1)]
thusday	6	[(1.0, 0)]
oberg/hou/ees@ees	11	[(1.0, 4)]
darrell	156	[(0.8012820512820513, 0), (0.14102564102564102, 6), (0.057692307692307696, 7)]
fannie	6	[(1.0, 1)]
eedu	132	[(0.7045454545454546, 7), (0.29545454545454547, 3)]
valeria.i.stone@exxon.sprint.com	8	[(1.0, 2)]
multicast	22	[(1.0, 5)]
lemmons	47	[(0.7021276595744681, 3), (0.2978723404255319, 9)]
kulatilaka	37	[(1.0, 6)]
hallway	5	[(0.8, 1), (0.2, 5)]
lawyers	26	[(0.7692307692307693, 8), (0.23076923076923078, 4)]
maureen's	33	[(1.0, 2)]
bonus	91	[(0.5054945054945055, 2), (0.3076923076923077, 6), (0.14285714285714285, 8), (0.04395604395604396, 1)]
l'ancien	6	[(1.0, 0)]
fulfilment	9	[(1.0, 1)]
cleaning	18	[(0.7222222222222222, 8), (0.2777777777777778, 6)]
http://mcafeestore.beyond.com/af	9	[(1.0, 5)]
database	168	[(0.5238095238095238, 5), (0.20238095238095238, 6), (0.19047619047619047, 9), (0.08333333333333333, 3)]
summers/hou/ect@ect	22	[(1.0, 0)]
poland	64	[(0.5625, 8), (0.21875, 9), (0.140625, 0), (0.078125, 3)]
gsa	6	[(1.0, 1)]
gsb	66	[(0.45454545454545453, 0), (0.25757575757575757, 7), (0.21212121212121213, 3), (0.07575757575757576, 1)]
hbs	10	[(1.0, 4)]
calcutta	16	[(1.0, 8)]
ambassador	8	[(1.0, 7)]
judgments	12	[(0.75, 4), (0.25, 8)]
notional	25	[(0.88, 9), (0.12, 1)]
taiwan	14	[(1.0, 1)]
aidan	6	[(1.0, 7)]
over-the-counter	18	[(1.0, 1)]
gas-to-power	9	[(1.0, 9)]
efm	11	[(1.0, 9)]
finalize	77	[(0.5584415584415584, 3), (0.42857142857142855, 9), (0.012987012987012988, 1)]
efa	10	[(1.0, 6)]
cpcadoni	6	[(1.0, 0)]
soma	16	[(0.875, 6), (0.125, 8)]
michael.demott@ny.frb.org	14	[(1.0, 1)]
fathers	21	[(0.7142857142857143, 5), (0.2857142857142857, 8)]
pierre	52	[(0.7307692307692307, 9), (0.2692307692307692, 3)]
urgent	59	[(0.22033898305084745, 6), (0.22033898305084745, 2), (0.22033898305084745, 0), (0.1864406779661017, 7), (0.15254237288135594, 8)]
competencies	6	[(1.0, 1)]
ideaglobal.com	80	[(1.0, 6)]
java-enabled	7	[(1.0, 5)]
jacek	15	[(1.0, 0)]
eating	15	[(1.0, 8)]
booklet	9	[(1.0, 1)]
subtract	6	[(1.0, 8)]
bureaus	9	[(0.5555555555555556, 2), (0.4444444444444444, 8)]
houstonas	36	[(1.0, 8)]
gnome	6	[(1.0, 5)]
simulation	188	[(1.0, 6)]
idg	69	[(1.0, 5)]
idc	6	[(1.0, 5)]
block	86	[(0.313953488372093, 9), (0.23255813953488372, 8), (0.13953488372093023, 2), (0.12790697674418605, 7), (0.09302325581395349, 5), (0.09302325581395349, 0)]
disclosure	167	[(0.5029940119760479, 2), (0.31736526946107785, 5), (0.10778443113772455, 0), (0.0718562874251497, 1)]
carlton	6	[(1.0, 1)]
amerada	5	[(1.0, 6)]
statistics	88	[(0.375, 1), (0.23863636363636365, 3), (0.20454545454545456, 7), (0.18181818181818182, 6)]
registered	96	[(0.5416666666666666, 5), (0.25, 7), (0.16666666666666666, 8), (0.020833333333333332, 4), (0.020833333333333332, 3)]
frost	11	[(1.0, 5)]
reiterated	13	[(1.0, 5)]
reed	33	[(0.8787878787878788, 9), (0.12121212121212122, 8)]
newer	13	[(0.5384615384615384, 1), (0.46153846153846156, 5)]
schwieger/hou/ect@ect	6	[(1.0, 6)]
utc	13	[(0.7692307692307693, 0), (0.23076923076923078, 1)]
uti	5	[(1.0, 8)]
opec's	9	[(1.0, 5)]
zaprzeczenie	8	[(1.0, 0)]
metals	78	[(0.5897435897435898, 9), (0.41025641025641024, 6)]
lindholm	6	[(1.0, 4)]
goldenfeld's	5	[(1.0, 0)]
naa	6	[(1.0, 0)]
ballot	24	[(1.0, 8)]
nao	10	[(1.0, 8)]
nam	34	[(1.0, 0)]
electrical	69	[(0.5797101449275363, 5), (0.2898550724637681, 8), (0.13043478260869565, 3)]
nat	22	[(1.0, 9)]
nau	11	[(1.0, 3)]
draw	26	[(1.0, 8)]
reportedly	5	[(1.0, 8)]
kansas	8	[(0.5, 8), (0.5, 2)]
resign	6	[(0.6666666666666666, 6), (0.3333333333333333, 8)]
william	540	[(0.8055555555555556, 2), (0.10555555555555556, 4), (0.04814814814814815, 1), (0.020370370370370372, 9), (0.020370370370370372, 7)]
structure	247	[(0.41295546558704455, 1), (0.3603238866396761, 6), (0.15384615384615385, 5), (0.06882591093117409, 0), (0.004048582995951417, 7)]
hanover	9	[(1.0, 1)]
practically	10	[(0.8, 6), (0.2, 7)]
non-discriminatory	5	[(1.0, 5)]
outing	10	[(1.0, 2)]
c.o.o	12	[(1.0, 1)]
oxley	27	[(0.9259259259259259, 9), (0.07407407407407407, 4)]
pearce	10	[(1.0, 9)]
proposition	13	[(1.0, 1)]
ammonia	43	[(1.0, 5)]
attackers	10	[(1.0, 5)]
schwert	5	[(1.0, 1)]
kck	8	[(1.0, 4)]
forsyth/corp/enron@enron	21	[(1.0, 9)]
banerjea/lon/ect@ect	6	[(1.0, 0)]
olaf	16	[(1.0, 4)]
stiff	5	[(1.0, 6)]
gender	5	[(0.6, 1), (0.4, 4)]
button	44	[(0.6136363636363636, 5), (0.29545454545454547, 9), (0.06818181818181818, 8), (0.022727272727272728, 6)]
pma	6	[(1.0, 5)]
configurations	6	[(1.0, 5)]
carter	8	[(0.625, 4), (0.375, 8)]
s.a	6	[(0.6666666666666666, 0), (0.3333333333333333, 1)]
alamonsoff@watersinfo.com	6	[(1.0, 7)]
s.p	5	[(1.0, 1)]
plays	21	[(0.7619047619047619, 8), (0.23809523809523808, 9)]
volatlity	6	[(1.0, 6)]
cell	333	[(0.3813813813813814, 7), (0.3783783783783784, 2), (0.13513513513513514, 3), (0.04804804804804805, 4), (0.036036036036036036, 5), (0.021021021021021023, 0)]
volatile	29	[(0.7241379310344828, 5), (0.27586206896551724, 8)]
nicholas	37	[(0.43243243243243246, 7), (0.32432432432432434, 6), (0.24324324324324326, 9)]
gender-bias	8	[(1.0, 8)]
filings	36	[(0.6944444444444444, 5), (0.3055555555555556, 8)]
prescribe	6	[(1.0, 5)]
re-run	7	[(1.0, 6)]
stephen.lessar.wg	18	[(1.0, 7)]
tntipton@marathonoil.com	16	[(1.0, 7)]
weren't	23	[(1.0, 8)]
dnrc	100	[(1.0, 8)]
addresses	195	[(0.29743589743589743, 1), (0.28205128205128205, 4), (0.18974358974358974, 0), (0.15897435897435896, 8), (0.07179487179487179, 5)]
inwestycji	6	[(1.0, 0)]
addressed	132	[(0.5151515151515151, 2), (0.3712121212121212, 1), (0.11363636363636363, 5)]
addressee	44	[(0.7954545454545454, 0), (0.20454545454545456, 4)]
bjorn.hagelmann@enron.com	7	[(0.8571428571428571, 4), (0.14285714285714285, 6)]
vehicle	36	[(0.6388888888888888, 8), (0.3611111111111111, 1)]
hanweck	6	[(1.0, 1)]
testified	10	[(1.0, 5)]
confidentiel	10	[(1.0, 0)]
carfsten	6	[(1.0, 0)]
sample	63	[(0.4444444444444444, 5), (0.2857142857142857, 6), (0.2698412698412698, 1)]
salad	18	[(0.8333333333333334, 2), (0.16666666666666666, 0)]
sanctions	7	[(1.0, 8)]
ride	55	[(0.5454545454545454, 7), (0.21818181818181817, 5), (0.10909090909090909, 2), (0.07272727272727272, 4), (0.05454545454545454, 0)]
emchombo@rice.edu	12	[(1.0, 0)]
cline/enron_development@enron_development	10	[(1.0, 8)]
control	217	[(0.3824884792626728, 1), (0.33640552995391704, 5), (0.11981566820276497, 2), (0.11059907834101383, 8), (0.05069124423963134, 9)]
kenny	18	[(1.0, 4)]
council	25	[(0.64, 5), (0.36, 1)]
whalley	99	[(0.3939393939393939, 9), (0.3838383838383838, 4), (0.2222222222222222, 7)]
am,rica	8	[(1.0, 7)]
londynie	9	[(1.0, 0)]
galleria	25	[(1.0, 7)]
watson/enron@enronxgate	11	[(1.0, 9)]
insufficient	7	[(1.0, 5)]
shively/hou/ect@ect	44	[(0.9318181818181818, 9), (0.06818181818181818, 4)]
gleason/hou/ect@ect	6	[(1.0, 4)]
waere	16	[(1.0, 4)]
publique	6	[(1.0, 0)]
lprng	7	[(1.0, 5)]
enclose	20	[(0.8, 7), (0.2, 9)]
cruise	34	[(0.7352941176470589, 4), (0.2647058823529412, 8)]
mentioned	377	[(0.4535809018567639, 3), (0.23342175066312998, 6), (0.13262599469496023, 9), (0.1246684350132626, 7), (0.05570291777188329, 8)]
converting	9	[(0.5555555555555556, 4), (0.4444444444444444, 9)]
massey	40	[(1.0, 5)]
brook	8	[(1.0, 3)]
zehn	8	[(1.0, 4)]
e-newsletter	5	[(1.0, 7)]
front	139	[(0.2805755395683453, 8), (0.20863309352517986, 6), (0.17266187050359713, 9), (0.14388489208633093, 1), (0.1366906474820144, 5), (0.05755395683453238, 0)]
masters	22	[(0.5909090909090909, 3), (0.4090909090909091, 5)]
registrations	6	[(1.0, 8)]
magnitude	24	[(0.5416666666666666, 6), (0.4583333333333333, 8)]
bhalla	32	[(1.0, 7)]
globe	12	[(1.0, 1)]
measure	110	[(0.6090909090909091, 1), (0.39090909090909093, 6)]
britta	14	[(1.0, 7)]
gallant	10	[(1.0, 5)]
nasze	10	[(1.0, 0)]
vkholod	12	[(1.0, 1)]
werden	8	[(1.0, 4)]
umbrella	16	[(1.0, 3)]
wines	8	[(1.0, 0)]
email/calendar	6	[(1.0, 2)]
attending	224	[(0.5089285714285714, 7), (0.16964285714285715, 3), (0.14285714285714285, 2), (0.10267857142857142, 6), (0.07589285714285714, 1)]
florida	78	[(0.5512820512820513, 8), (0.2564102564102564, 1), (0.19230769230769232, 9)]
prospective	40	[(0.4, 8), (0.325, 9), (0.275, 7)]
evans	14	[(1.0, 6)]
willingham	12	[(1.0, 8)]
ars	5	[(0.6, 0), (0.4, 5)]
quality	164	[(0.4573170731707317, 1), (0.1951219512195122, 6), (0.18902439024390244, 5), (0.09146341463414634, 3), (0.06707317073170732, 8)]
bears	51	[(0.8823529411764706, 3), (0.11764705882352941, 8)]
mam	27	[(1.0, 0)]
quilkey@enron_development	8	[(0.5, 7), (0.5, 3)]
relations	151	[(0.36423841059602646, 7), (0.33774834437086093, 9), (0.26490066225165565, 1), (0.033112582781456956, 0)]
final	323	[(0.23839009287925697, 6), (0.22910216718266255, 3), (0.1609907120743034, 5), (0.13622291021671826, 2), (0.13312693498452013, 7), (0.09907120743034056, 8), (0.0030959752321981426, 4)]
aiesec	91	[(0.6593406593406593, 0), (0.34065934065934067, 1)]
stram/hou/ees@ees	6	[(0.6666666666666666, 8), (0.3333333333333333, 4)]
james/corp/enron@enron	10	[(1.0, 4)]
limperis	21	[(1.0, 3)]
